Symbol,Strategy,Params,Total Return %,Annual %,Sharpe,Max DD %,Return/DD,Trades
00700.SEHK,XDualMaStrategy,{},15.813660000000018,5.163644081632659,0.35853595372633773,-23.14355150281454,0.683285795530426,15
AAPL.NASDAQ,XDualMaStrategy,{},13.433326000000001,4.292940399467377,0.7490576219772932,-5.778800050386021,2.32458743733531,15
00700.SEHK,XBollingerStrategy,{},9.572680000000023,3.125773061224497,0.29046005400372105,-13.704814591640465,0.6984902959460011,32
AAPL.NASDAQ,XBollingerStrategy,{},1.3503299999999774,0.4315302263648397,0.0921920117578325,-5.582515799769639,0.2418855670871005,44
