code,name,lot_size,stock_type,stock_child_type,stock_owner,option_type,strike_time,strike_price,suspension,listing_date,stock_id,delisting,index_option_type,main_contract,last_trade_time,exchange_type
HK.00001,长和,500,STOCK,N/A,,N/A,,N/A,N/A,2015-03-18,4440996184065,False,N/A,False,,HK_MAINBOARD
HK.00002,中电控股,500,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,2,False,N/A,False,,HK_MAINBOARD
HK.00003,香港中华煤气,1000,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,3,False,N/A,False,,HK_MAINBOARD
HK.00004,九龙仓集团,1000,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,4,False,N/A,False,,HK_MAINBOARD
HK.00005,汇丰控股,400,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,5,False,N/A,False,,HK_MAINBOARD
HK.00006,电能实业,500,STOCK,N/A,,N/A,,N/A,N/A,1976-08-16,6,False,N/A,False,,HK_MAINBOARD
HK.00007,智富资源投资,10000,STOCK,N/A,,N/A,,N/A,N/A,2000-09-08,48133698486279,False,N/A,False,,HK_MAINBOARD
HK.00008,电讯盈科,1000,STOCK,N/A,,N/A,,N/A,N/A,1994-10-18,38890928865288,False,N/A,False,,HK_MAINBOARD
HK.00009,金奥国际,6000,STOCK,N/A,,N/A,,N/A,N/A,2001-09-12,49718541418505,False,N/A,False,,HK_MAINBOARD
HK.00010,恒隆集团,1000,STOCK,N/A,,N/A,,N/A,N/A,1972-10-12,4355096838154,False,N/A,False,,HK_MAINBOARD
HK.00011,恒生银行,100,STOCK,N/A,,N/A,,N/A,N/A,1972-06-20,3865470566411,False,N/A,False,,HK_MAINBOARD
HK.00012,恒基地产,1000,STOCK,N/A,,N/A,,N/A,N/A,1981-07-23,18124761989132,False,N/A,False,,HK_MAINBOARD
HK.00013,和黄医药,500,STOCK,N/A,,N/A,,N/A,N/A,2021-06-30,80723910328333,False,N/A,False,,HK_MAINBOARD
HK.00014,希慎兴业,1000,STOCK,N/A,,N/A,,N/A,N/A,1981-09-18,18369575125006,False,N/A,False,,HK_MAINBOARD
HK.00016,新鸿基地产,500,STOCK,N/A,,N/A,,N/A,N/A,1972-09-08,4209067950096,False,N/A,False,,HK_MAINBOARD
HK.00017,新世界发展,1000,STOCK,N/A,,N/A,,N/A,N/A,1972-11-23,4535485464593,False,N/A,False,,HK_MAINBOARD
HK.00018,东方企控集团,2000,STOCK,N/A,,N/A,,N/A,N/A,1987-08-17,27646704484370,False,N/A,False,,HK_MAINBOARD
HK.00019,太古股份公司A,500,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,19,False,N/A,False,,HK_MAINBOARD
HK.00020,商汤-W,1000,STOCK,N/A,,N/A,,N/A,N/A,2021-12-30,81462644703252,False,N/A,False,,HK_MAINBOARD
HK.00021,大中华控股,5000,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,21,False,N/A,False,,HK_MAINBOARD
HK.00022,茂盛控股,40000,STOCK,N/A,,N/A,,N/A,N/A,1972-12-14,4625679777814,False,N/A,False,,HK_MAINBOARD
HK.00023,东亚银行,200,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,23,False,N/A,False,,HK_MAINBOARD
HK.00025,CHEVALIER INT'L,2000,STOCK,N/A,,N/A,,N/A,N/A,1984-12-05,23411866730521,False,N/A,False,,HK_MAINBOARD
HK.00026,中华汽车,200,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,26,False,N/A,False,,HK_MAINBOARD
HK.00027,银河娱乐,1000,STOCK,N/A,,N/A,,N/A,N/A,1991-10-07,34136400068635,False,N/A,False,,HK_MAINBOARD
HK.00028,天安,1000,STOCK,N/A,,N/A,,N/A,N/A,1987-03-18,26989574488092,False,N/A,False,,HK_MAINBOARD
HK.00029,达力集团,2000,STOCK,N/A,,N/A,,N/A,N/A,1973-01-25,29,False,N/A,False,,HK_MAINBOARD
HK.00030,云白国际,2000,STOCK,N/A,,N/A,,N/A,N/A,1991-10-09,34144990003230,False,N/A,False,,HK_MAINBOARD
HK.00031,航天控股,2000,STOCK,N/A,,N/A,,N/A,N/A,1981-08-25,18266495909919,False,N/A,False,,HK_MAINBOARD
HK.00032,港通控股,1000,STOCK,N/A,,N/A,,N/A,N/A,1974-07-30,7172595384352,False,N/A,False,,HK_MAINBOARD
HK.00033,INTL GENIUS,2000,STOCK,N/A,,N/A,,N/A,N/A,2007-11-19,59420872540193,False,N/A,False,,HK_MAINBOARD
HK.00034,九龙建业,1000,STOCK,N/A,,N/A,,N/A,N/A,1995-07-04,40003325394978,False,N/A,False,,HK_MAINBOARD
HK.00035,远东发展,1000,STOCK,N/A,,N/A,,N/A,N/A,1972-09-21,4264902524963,False,N/A,False,,HK_MAINBOARD
HK.00036,远东控股国际,6000,STOCK,N/A,,N/A,,N/A,N/A,1973-02-12,4883377815588,False,N/A,False,,HK_MAINBOARD
HK.00037,远东酒店实业,2000,STOCK,N/A,,N/A,,N/A,N/A,1979-07-03,14899241549861,False,N/A,False,,HK_MAINBOARD
HK.00038,第一拖拉机股份,2000,STOCK,N/A,,N/A,,N/A,N/A,1997-06-23,43095701848102,False,N/A,False,,HK_MAINBOARD
HK.00039,中国北大荒,8000,STOCK,N/A,,N/A,,N/A,N/A,2001-01-16,48692044234791,False,N/A,False,,HK_MAINBOARD
HK.00040,金山科技工业,1000,STOCK,N/A,,N/A,,N/A,N/A,1984-07-02,22741851832360,False,N/A,False,,HK_MAINBOARD
HK.00041,鹰君,1000,STOCK,N/A,,N/A,,N/A,N/A,1972-10-26,41,False,N/A,False,,HK_MAINBOARD
HK.00042,东北电气,2000,STOCK,N/A,,N/A,,N/A,N/A,1995-07-06,40011915329578,False,N/A,False,,HK_MAINBOARD
HK.00045,大酒店,500,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,45,False,N/A,False,,HK_MAINBOARD
HK.00046,科联系统,2000,STOCK,N/A,,N/A,,N/A,N/A,1998-05-18,44508746088494,False,N/A,False,,HK_MAINBOARD
HK.00048,中国汽车内饰,10000,STOCK,N/A,,N/A,,N/A,N/A,2010-09-29,63909113364528,False,N/A,False,,HK_MAINBOARD
HK.00050,香港小轮(集团),1000,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,50,False,N/A,False,,HK_MAINBOARD
HK.00051,海港企业,1000,STOCK,N/A,,N/A,,N/A,N/A,1971-02-15,51,False,N/A,False,,HK_MAINBOARD
HK.00052,大快活集团,500,STOCK,N/A,,N/A,,N/A,N/A,1991-10-09,34144990003252,False,N/A,False,,HK_MAINBOARD
HK.00053,国浩集团,1000,STOCK,N/A,,N/A,,N/A,N/A,1983-05-03,20912195764277,False,N/A,False,,HK_MAINBOARD
HK.00055,中星集团控股,10000,STOCK,N/A,,N/A,,N/A,N/A,1992-09-10,35592393982007,False,N/A,False,,HK_MAINBOARD
HK.00057,震雄集团,2000,STOCK,N/A,,N/A,,N/A,N/A,1991-10-22,34200824578105,False,N/A,False,,HK_MAINBOARD
HK.00058,新威国际,20000,STOCK,N/A,,N/A,,N/A,N/A,1999-09-03,46540265619514,False,N/A,False,,HK_MAINBOARD
HK.00059,天誉置业,2000,STOCK,N/A,,N/A,,N/A,N/A,1993-11-16,37447819853883,False,N/A,False,,HK_MAINBOARD
HK.00060,香港食品投资,2000,STOCK,N/A,,N/A,,N/A,N/A,1992-12-16,36009005809724,False,N/A,False,,HK_MAINBOARD
HK.00061,绿领控股,20000,STOCK,N/A,,N/A,,N/A,N/A,1999-07-06,46286862549053,False,N/A,False,,HK_MAINBOARD
HK.00062,载通,400,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,62,False,N/A,False,,HK_MAINBOARD
HK.00063,中亚烯谷集团,1000,STOCK,N/A,,N/A,,N/A,N/A,1986-02-26,25336012079167,False,N/A,False,,HK_MAINBOARD
HK.00064,结好控股,2000,STOCK,N/A,,N/A,,N/A,N/A,2002-06-06,50865297686592,False,N/A,False,,HK_MAINBOARD
HK.00065,弘海高新资源,4000,STOCK,N/A,,N/A,,N/A,N/A,2001-08-30,49662706843713,False,N/A,False,,HK_MAINBOARD
HK.00066,港铁公司,500,STOCK,N/A,,N/A,,N/A,N/A,2000-10-05,48249662603330,False,N/A,False,,HK_MAINBOARD
HK.00069,香格里拉(亚洲),2000,STOCK,N/A,,N/A,,N/A,N/A,1993-06-17,36794984824901,False,N/A,False,,HK_MAINBOARD
HK.00070,金粤控股,10000,STOCK,N/A,,N/A,,N/A,N/A,1998-07-01,70,False,N/A,False,,HK_MAINBOARD
HK.00071,美丽华酒店,1000,STOCK,N/A,,N/A,,N/A,N/A,1970-07-25,71,False,N/A,False,,HK_MAINBOARD
HK.00072,超媒体控股,2000,STOCK,N/A,,N/A,,N/A,N/A,2009-09-09,62255550955592,False,N/A,False,,HK_MAINBOARD
HK.00073,亚洲果业,1000,STOCK,N/A,,N/A,,N/A,N/A,2009-11-26,62590558404681,False,N/A,False,,HK_MAINBOARD
HK.00075,渝太地产,2000,STOCK,N/A,,N/A,,N/A,N/A,1984-11-12,23313082482763,False,N/A,False,,HK_MAINBOARD
HK.00076,谊砾控股,4000,STOCK,N/A,,N/A,,N/A,N/A,1984-09-24,23102629085260,False,N/A,False,,HK_MAINBOARD
HK.00077,进智公共交通,2000,STOCK,N/A,,N/A,,N/A,N/A,2004-04-15,53781580480589,False,N/A,False,,HK_MAINBOARD
HK.00078,REGAL INT'L,2000,STOCK,N/A,,N/A,,N/A,N/A,1980-11-03,78,False,N/A,False,,HK_MAINBOARD
HK.00079,世纪建业,4000,STOCK,N/A,,N/A,,N/A,N/A,1993-07-08,36885179138127,False,N/A,False,,HK_MAINBOARD
HK.00080,CAI控股,10000,STOCK,N/A,,N/A,,N/A,N/A,2011-01-06,64334315126864,False,N/A,False,,HK_MAINBOARD
HK.00081,中国海外宏洋集团,1000,STOCK,N/A,,N/A,,N/A,N/A,1984-04-26,22454089023569,False,N/A,False,,HK_MAINBOARD
HK.00082,疯狂体育,2000,STOCK,N/A,,N/A,,N/A,N/A,1991-10-25,34213709480018,False,N/A,False,,HK_MAINBOARD
HK.00083,信和置业,2000,STOCK,N/A,,N/A,,N/A,N/A,1981-04-08,17669495455827,False,N/A,False,,HK_MAINBOARD
HK.00084,宝光实业,1000,STOCK,N/A,,N/A,,N/A,N/A,1972-10-02,4312147165268,False,N/A,False,,HK_MAINBOARD
HK.00085,中电华大科技,2000,STOCK,N/A,,N/A,,N/A,N/A,1997-07-25,43233140801621,False,N/A,False,,HK_MAINBOARD
HK.00086,新鸿基公司,1000,STOCK,N/A,,N/A,,N/A,N/A,1983-10-03,21569325760598,False,N/A,False,,HK_MAINBOARD
HK.00087,太古股份公司B,2500,STOCK,N/A,,N/A,,N/A,N/A,1973-05-01,5218385264727,False,N/A,False,,HK_MAINBOARD
HK.00088,TAI CHEUNG HOLD,1000,STOCK,N/A,,N/A,,N/A,N/A,1972-12-11,4612794875992,False,N/A,False,,HK_MAINBOARD
HK.00089,大生地产,1000,STOCK,N/A,,N/A,,N/A,N/A,1973-02-21,4922032521305,False,N/A,False,,HK_MAINBOARD
HK.00090,普星能量,2000,STOCK,N/A,,N/A,,N/A,N/A,2009-07-10,61993557950554,False,N/A,False,,HK_MAINBOARD
HK.00092,冠军科技集团,12000,STOCK,N/A,,N/A,,N/A,N/A,1992-08-19,35497904701532,False,N/A,False,,HK_MAINBOARD
HK.00093,零在科技金融,2000,STOCK,N/A,,N/A,,N/A,N/A,1991-10-23,34205119545437,False,N/A,False,,HK_MAINBOARD
HK.00094,绿心集团,80000,STOCK,N/A,,N/A,,N/A,N/A,1988-06-20,28969554411614,False,N/A,False,,HK_MAINBOARD
HK.00095,绿景中国地产,2000,STOCK,N/A,,N/A,,N/A,N/A,2005-12-02,56341380989023,False,N/A,False,,HK_MAINBOARD
HK.00096,YUSEI,2000,STOCK,N/A,,N/A,,N/A,N/A,2005-10-13,56126632624224,False,N/A,False,,HK_MAINBOARD
HK.00097,恒基发展,1000,STOCK,N/A,,N/A,,N/A,N/A,1972-11-06,4462471020641,False,N/A,False,,HK_MAINBOARD
HK.00098,兴发铝业,1000,STOCK,N/A,,N/A,,N/A,N/A,2008-03-31,59992103190626,False,N/A,False,,HK_MAINBOARD
HK.00099,王氏国际,1000,STOCK,N/A,,N/A,,N/A,N/A,1983-12-15,21882858373219,False,N/A,False,,HK_MAINBOARD
HK.00100,MINIMAX-WP,20,STOCK,N/A,,N/A,,N/A,N/A,2026-01-09,87840671137892,False,N/A,False,,HK_MAINBOARD
HK.00101,恒隆地产,1000,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,101,False,N/A,False,,HK_MAINBOARD
HK.00103,首佳科技,1000,STOCK,N/A,,N/A,,N/A,N/A,1992-04-09,34930969018471,False,N/A,False,,HK_MAINBOARD
HK.00104,ASIA COMM HOLD,5000,STOCK,N/A,,N/A,,N/A,N/A,1987-07-28,27560805138536,False,N/A,False,,HK_MAINBOARD
HK.00105,凯联国际酒店,2000,STOCK,N/A,,N/A,,N/A,N/A,1985-10-24,24799141167209,False,N/A,False,,HK_MAINBOARD
HK.00106,朗诗绿色管理,4000,STOCK,N/A,,N/A,,N/A,N/A,1986-03-24,25447681228906,False,N/A,False,,HK_MAINBOARD
HK.00107,四川成渝高速公路,2000,STOCK,N/A,,N/A,,N/A,N/A,1997-10-07,43550968381547,False,N/A,False,,HK_MAINBOARD
HK.00108,国锐生活,2000,STOCK,N/A,,N/A,,N/A,N/A,1973-02-09,4870492913772,False,N/A,False,,HK_MAINBOARD
HK.00110,中国长远,4000,STOCK,N/A,,N/A,,N/A,N/A,2004-01-26,53437983096942,False,N/A,False,,HK_MAINBOARD
HK.00111,信达国际控股,2000,STOCK,N/A,,N/A,,N/A,N/A,2000-08-01,47970489729135,False,N/A,False,,HK_MAINBOARD
HK.00113,迪生创建,500,STOCK,N/A,,N/A,,N/A,N/A,1973-03-15,5016521801841,False,N/A,False,,HK_MAINBOARD
HK.00114,HERALD HOLD,5000,STOCK,N/A,,N/A,,N/A,N/A,1970-03-12,114,False,N/A,False,,HK_MAINBOARD
HK.00115,钧濠集团,2000,STOCK,N/A,,N/A,,N/A,N/A,1999-10-13,115,False,N/A,False,,HK_MAINBOARD
HK.00116,周生生,1000,STOCK,N/A,,N/A,,N/A,N/A,1973-04-06,5111011082356,False,N/A,False,,HK_MAINBOARD
HK.00117,天利控股集团,2000,STOCK,N/A,,N/A,,N/A,N/A,2007-12-21,59558311493749,False,N/A,False,,HK_MAINBOARD
HK.00118,大同机械,2000,STOCK,N/A,,N/A,,N/A,N/A,1988-12-12,29716878721142,False,N/A,False,,HK_MAINBOARD
HK.00119,保利置业集团,1000,STOCK,N/A,,N/A,,N/A,N/A,1973-08-30,5738076307575,False,N/A,False,,HK_MAINBOARD
HK.00120,COSMOPOL INT'L,600,STOCK,N/A,,N/A,,N/A,N/A,1970-08-01,120,False,N/A,False,,HK_MAINBOARD
HK.00122,鳄鱼恤,2000,STOCK,N/A,,N/A,,N/A,N/A,1971-09-01,122,False,N/A,False,,HK_MAINBOARD
HK.00123,越秀地产,1000,STOCK,N/A,,N/A,,N/A,N/A,1992-12-15,36004710842491,False,N/A,False,,HK_MAINBOARD
HK.00124,粤海置地,2000,STOCK,N/A,,N/A,,N/A,N/A,1997-08-08,43293270343804,False,N/A,False,,HK_MAINBOARD
HK.00125,新兴光学,2000,STOCK,N/A,,N/A,,N/A,N/A,1999-05-25,46106473922685,False,N/A,False,,HK_MAINBOARD
HK.00126,佳宁娜,2000,STOCK,N/A,,N/A,,N/A,N/A,1991-11-01,34243774251134,False,N/A,False,,HK_MAINBOARD
HK.00127,华人置业,500,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,127,False,N/A,False,,HK_MAINBOARD
HK.00128,安宁控股,4000,STOCK,N/A,,N/A,,N/A,N/A,1972-11-16,128,False,N/A,False,,HK_MAINBOARD
HK.00129,泛海集团,2000,STOCK,N/A,,N/A,,N/A,N/A,1973-01-24,4801773437057,False,N/A,False,,HK_MAINBOARD
HK.00130,慕诗国际,2000,STOCK,N/A,,N/A,,N/A,N/A,2002-02-11,50371376447618,False,N/A,False,,HK_MAINBOARD
HK.00131,卓能(集团),1000,STOCK,N/A,,N/A,,N/A,N/A,1973-02-09,131,False,N/A,False,,HK_MAINBOARD
HK.00132,兴业控股,1000,STOCK,N/A,,N/A,,N/A,N/A,1973-05-18,5291399708804,False,N/A,False,,HK_MAINBOARD
HK.00133,招商局中国基金,2000,STOCK,N/A,,N/A,,N/A,N/A,1993-07-22,36945308680325,False,N/A,False,,HK_MAINBOARD
HK.00135,昆仑能源,2000,STOCK,N/A,,N/A,,N/A,N/A,1973-03-13,5007931867271,False,N/A,False,,HK_MAINBOARD
HK.00136,中国儒意,4000,STOCK,N/A,,N/A,,N/A,N/A,1997-09-25,43499428774024,False,N/A,False,,HK_MAINBOARD
HK.00137,金辉集团,1000,STOCK,N/A,,N/A,,N/A,N/A,1991-12-06,34394098106505,False,N/A,False,,HK_MAINBOARD
HK.00138,中建富通,2000,STOCK,N/A,,N/A,,N/A,N/A,1991-11-11,34286723924106,False,N/A,False,,HK_MAINBOARD
HK.00139,小鱼盈通,10000,STOCK,N/A,,N/A,,N/A,N/A,1994-03-15,37958920962187,False,N/A,False,,HK_MAINBOARD
HK.00142,第一太平,2000,STOCK,N/A,,N/A,,N/A,N/A,1988-09-12,29326036697230,False,N/A,False,,HK_MAINBOARD
HK.00144,招商局港口,2000,STOCK,N/A,,N/A,,N/A,N/A,1992-07-15,35347580846224,False,N/A,False,,HK_MAINBOARD
HK.00145,信能低碳,8000,STOCK,N/A,,N/A,,N/A,N/A,1972-07-01,3912715206801,False,N/A,False,,HK_MAINBOARD
HK.00146,TAI PING CARPET,1000,STOCK,N/A,,N/A,,N/A,N/A,1973-11-17,146,False,N/A,False,,HK_MAINBOARD
HK.00147,国际商业结算,5000,STOCK,N/A,,N/A,,N/A,N/A,1988-06-05,28905129902227,False,N/A,False,,HK_MAINBOARD
HK.00148,建滔集团,500,STOCK,N/A,,N/A,,N/A,N/A,1993-10-08,37280316129428,False,N/A,False,,HK_MAINBOARD
HK.00149,中国农产品交易,5000,STOCK,N/A,,N/A,,N/A,N/A,1973-03-12,5003636899989,False,N/A,False,,HK_MAINBOARD
HK.00150,HYPEBEAST,2800,STOCK,N/A,,N/A,,N/A,N/A,2016-04-11,77141907603606,False,N/A,False,,HK_MAINBOARD
HK.00151,中国旺旺,1000,STOCK,N/A,,N/A,,N/A,N/A,2008-03-26,59970628354199,False,N/A,False,,HK_MAINBOARD
HK.00152,深圳国际,500,STOCK,N/A,,N/A,,N/A,N/A,1972-09-25,4282082394264,False,N/A,False,,HK_MAINBOARD
HK.00154,北京控股环境集团,1000,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,154,False,N/A,False,,HK_MAINBOARD
HK.00156,力宝华润,2000,STOCK,N/A,,N/A,,N/A,N/A,1973-03-01,156,False,N/A,False,,HK_MAINBOARD
HK.00157,自然美,10000,STOCK,N/A,,N/A,,N/A,N/A,2002-03-28,50564649975965,False,N/A,False,,HK_MAINBOARD
HK.00158,万邦投资,500,STOCK,N/A,,N/A,,N/A,N/A,1972-08-29,4166118277278,False,N/A,False,,HK_MAINBOARD
HK.00159,布莱克万矿业,4000,STOCK,N/A,,N/A,,N/A,N/A,2002-09-19,51316269252767,False,N/A,False,,HK_MAINBOARD
HK.00160,汉国置业,2000,STOCK,N/A,,N/A,,N/A,N/A,1988-12-30,160,False,N/A,False,,HK_MAINBOARD
HK.00162,世纪金花,2000,STOCK,N/A,,N/A,,N/A,N/A,2000-10-23,48326972014754,False,N/A,False,,HK_MAINBOARD
HK.00163,英皇国际,10000,STOCK,N/A,,N/A,,N/A,N/A,1972-11-14,4496830759075,False,N/A,False,,HK_MAINBOARD
HK.00164,中国宝力科技,5000,STOCK,N/A,,N/A,,N/A,N/A,1973-01-26,4810363371684,False,N/A,False,,HK_MAINBOARD
HK.00165,中国光大控股,2000,STOCK,N/A,,N/A,,N/A,N/A,1973-02-26,4943507357861,False,N/A,False,,HK_MAINBOARD
HK.00166,新时代集团控股,2000,STOCK,N/A,,N/A,,N/A,N/A,1998-10-13,45144401248422,False,N/A,False,,HK_MAINBOARD
HK.00167,IDT INT'L,18000,STOCK,N/A,,N/A,,N/A,N/A,1988-10-21,29493540421799,False,N/A,False,,HK_MAINBOARD
HK.00168,青岛啤酒股份,2000,STOCK,N/A,,N/A,,N/A,N/A,1993-07-15,36915243909288,False,N/A,False,,HK_MAINBOARD
HK.00169,万达酒店发展,1000,STOCK,N/A,,N/A,,N/A,N/A,2002-06-04,50856707752105,False,N/A,False,,HK_MAINBOARD
HK.00171,银建国际,2000,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,171,False,N/A,False,,HK_MAINBOARD
HK.00173,嘉华国际,1000,STOCK,N/A,,N/A,,N/A,N/A,1987-02-06,26817775796397,False,N/A,False,,HK_MAINBOARD
HK.00174,盛洋投资,2000,STOCK,N/A,,N/A,,N/A,N/A,1988-10-05,29424820945070,False,N/A,False,,HK_MAINBOARD
HK.00175,吉利汽车,1000,STOCK,N/A,,N/A,,N/A,N/A,1973-02-23,4930622455983,False,N/A,False,,HK_MAINBOARD
HK.00176,先机企业集团,2000,STOCK,N/A,,N/A,,N/A,N/A,1994-04-28,38147899523248,False,N/A,False,,HK_MAINBOARD
HK.00177,江苏宁沪高速公路,2000,STOCK,N/A,,N/A,,N/A,N/A,1997-06-27,43112881717425,False,N/A,False,,HK_MAINBOARD
HK.00178,莎莎国际,2000,STOCK,N/A,,N/A,,N/A,N/A,1997-06-13,43052752175282,False,N/A,False,,HK_MAINBOARD
HK.00179,德昌电机控股,500,STOCK,N/A,,N/A,,N/A,N/A,1984-07-11,22780506538163,False,N/A,False,,HK_MAINBOARD
HK.00180,开达集团,2000,STOCK,N/A,,N/A,,N/A,N/A,1985-05-24,24142011170996,False,N/A,False,,HK_MAINBOARD
HK.00181,闽港控股,20000,STOCK,N/A,,N/A,,N/A,N/A,1973-02-22,4926327488693,False,N/A,False,,HK_MAINBOARD
HK.00182,协合新能源,10000,STOCK,N/A,,N/A,,N/A,N/A,1991-11-27,34355443400886,False,N/A,False,,HK_MAINBOARD
HK.00183,宏辉集团,8000,STOCK,N/A,,N/A,,N/A,N/A,2002-05-21,50796578209975,False,N/A,False,,HK_MAINBOARD
HK.00184,激成投资,2000,STOCK,N/A,,N/A,,N/A,N/A,1973-02-24,4934917423288,False,N/A,False,,HK_MAINBOARD
HK.00185,正商实业,1000,STOCK,N/A,,N/A,,N/A,N/A,1972-12-20,4651449581753,False,N/A,False,,HK_MAINBOARD
HK.00186,敏捷控股,30000,STOCK,N/A,,N/A,,N/A,N/A,1987-07-08,27474905792698,False,N/A,False,,HK_MAINBOARD
HK.00187,京城机电股份,2000,STOCK,N/A,,N/A,,N/A,N/A,1993-08-06,37009733189819,False,N/A,False,,HK_MAINBOARD
HK.00188,新华汇富金融,5000,STOCK,N/A,,N/A,,N/A,N/A,2000-09-15,48163763257532,False,N/A,False,,HK_MAINBOARD
HK.00189,东岳集团,1000,STOCK,N/A,,N/A,,N/A,N/A,2007-12-10,59511066853565,False,N/A,False,,HK_MAINBOARD
HK.00191,丽新国际,1000,STOCK,N/A,,N/A,,N/A,N/A,1987-12-03,28106265985215,False,N/A,False,,HK_MAINBOARD
HK.00193,冠中地产,3000,STOCK,N/A,,N/A,,N/A,N/A,1972-09-11,4221952852161,False,N/A,False,,HK_MAINBOARD
HK.00194,廖创兴企业,2000,STOCK,N/A,,N/A,,N/A,N/A,1972-11-13,4492535791810,False,N/A,False,,HK_MAINBOARD
HK.00195,绿科科技国际,2000,STOCK,N/A,,N/A,,N/A,N/A,2008-11-12,60962765799619,False,N/A,False,,HK_MAINBOARD
HK.00196,宏华集团,1000,STOCK,N/A,,N/A,,N/A,N/A,2008-03-07,59889023975620,False,N/A,False,,HK_MAINBOARD
HK.00197,亨泰,5000,STOCK,N/A,,N/A,,N/A,N/A,2001-12-03,50070728736965,False,N/A,False,,HK_MAINBOARD
HK.00199,德祥地产,1000,STOCK,N/A,,N/A,,N/A,N/A,1994-03-18,37971805864135,False,N/A,False,,HK_MAINBOARD
HK.00200,新濠国际发展,1000,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,200,False,N/A,False,,HK_MAINBOARD
HK.00201,华大酒店,2000,STOCK,N/A,,N/A,,N/A,N/A,1972-11-17,4509715661001,False,N/A,False,,HK_MAINBOARD
HK.00202,润中国际控股,5000,STOCK,N/A,,N/A,,N/A,N/A,2000-08-31,48099338748106,False,N/A,False,,HK_MAINBOARD
HK.00204,资本界金控,5000,STOCK,N/A,,N/A,,N/A,N/A,2000-12-12,48541720379596,False,N/A,False,,HK_MAINBOARD
HK.00205,BFB HEALTH,10000,STOCK,N/A,,N/A,,N/A,N/A,1993-01-05,36094905155789,False,N/A,False,,HK_MAINBOARD
HK.00206,华商能源,1000,STOCK,N/A,,N/A,,N/A,N/A,2005-11-28,56324201119950,False,N/A,False,,HK_MAINBOARD
HK.00209,瀛晟科学,10000,STOCK,N/A,,N/A,,N/A,N/A,2002-03-06,50470160695505,False,N/A,False,,HK_MAINBOARD
HK.00210,达芙妮国际,2000,STOCK,N/A,,N/A,,N/A,N/A,1995-11-03,40527311405266,False,N/A,False,,HK_MAINBOARD
HK.00211,STYLAND HOLD,10000,STOCK,N/A,,N/A,,N/A,N/A,1991-12-05,34389803139283,False,N/A,False,,HK_MAINBOARD
HK.00212,NANYANG HOLD,500,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,212,False,N/A,False,,HK_MAINBOARD
HK.00213,NATIONAL ELEC H,2000,STOCK,N/A,,N/A,,N/A,N/A,1985-02-04,23673859735765,False,N/A,False,,HK_MAINBOARD
HK.00214,汇汉控股,2000,STOCK,N/A,,N/A,,N/A,N/A,1986-01-06,25116968747222,False,N/A,False,,HK_MAINBOARD
HK.00215,和记电讯香港,2000,STOCK,N/A,,N/A,,N/A,N/A,2009-05-08,61722975011031,False,N/A,False,,HK_MAINBOARD
HK.00216,建业实业,4000,STOCK,N/A,,N/A,,N/A,N/A,1973-01-31,4831838208216,False,N/A,False,,HK_MAINBOARD
HK.00217,中国诚通发展集团,2000,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,217,False,N/A,False,,HK_MAINBOARD
HK.00218,申万宏源香港,5000,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,218,False,N/A,False,,HK_MAINBOARD
HK.00219,顺豪物业,2000,STOCK,N/A,,N/A,,N/A,N/A,1973-05-10,5257039970523,False,N/A,False,,HK_MAINBOARD
HK.00220,统一企业中国,1000,STOCK,N/A,,N/A,,N/A,N/A,2007-12-17,59541131624668,False,N/A,False,,HK_MAINBOARD
HK.00222,闽信集团,2000,STOCK,N/A,,N/A,,N/A,N/A,1982-06-28,19585050869982,False,N/A,False,,HK_MAINBOARD
HK.00223,易生活控股,20000,STOCK,N/A,,N/A,,N/A,N/A,2002-04-10,50620484550879,False,N/A,False,,HK_MAINBOARD
HK.00224,建生国际,4000,STOCK,N/A,,N/A,,N/A,N/A,1970-08-01,224,False,N/A,False,,HK_MAINBOARD
HK.00225,博富临置业,2000,STOCK,N/A,,N/A,,N/A,N/A,1972-12-19,4647154614497,False,N/A,False,,HK_MAINBOARD
HK.00227,第一上海,8000,STOCK,N/A,,N/A,,N/A,N/A,1972-08-24,4144643440867,False,N/A,False,,HK_MAINBOARD
HK.00228,中能控股,2000,STOCK,N/A,,N/A,,N/A,N/A,2002-02-18,50401441218788,False,N/A,False,,HK_MAINBOARD
